ENC_ID,ENC_COMMENTS,LOC_DEETS,ENC_COUNTY,NUM_ENC,ENC_STATE,STATE_ABRV,ENC_SEASON,FIPS,CONFIRMED_SIGHTING
481,I lived in the High Desert of California in Ridgecrest  CA in Kern County from 1980 to 1985. I did a lot of hiking in the Sierra Nevada Mountains. I never saw or heard anything unusual during that time. MY Mom  Sister (& Family)  and Brother and his Family still live there. My 19 year old son and I were visiting various family members from Sept 17 through Sept 27 2007 in Ridgecrest  CA. My sister took me and my son up to the Siebert family gold mine  cabin  and mining equipment on the 24th of September. We had spent about an hour at this location and we were preparing to leave. My sister was in the Port-a-Potty and my son and I heard this high pitch scream like a woman hollering  and it sounded just like the ones we heard on your sight. Just like the sound that was reported in the BFRO Report # 9426 (Class B)  which is only 7 miles from that site. We yelled back thinking it was a woman in trouble and there was no reply. I asked my sister if she heard it she said no. I told her what we heard and she told me that she had horse backed and hiked through this area and had never heard anything that would make that kind of sound. She has lived and in this area since 1980. I asked her Husband whoâ€™s an avid hunter  horseback trail rider and hiker in these mountains and he said that he knew of no animal that made a high pitch scream in this area. My brother- in-law also has lived in Ridgecrest  CA area all of his life. In searching for the animal that made this sound on the internet  I found this site with the sound that I had heard. It is located in Kern County  up Indian Wells Canyon Rd  off California Highway 14  at Latitude 35Â°41  47.44 and Longitude N117Â°57  54.36 W  near Owens Peak. ,The Sound originated at higher elevation than ours. to the south of us. Distant was unavailble to us ,Kern,12,California ,CA,Fall ,6029,no
482,As my Uncle walked outside to feed the horse he spotted tracks. They were big huge prints! The measurements are 52  inch strides  with indication of toe  s at the end  and hair like lines throughout the bottom. I do have the address  because the prints are on my property. ,Bear Valley Springs  CA  located in Tehachapi  Ca. ,Kern,12,California ,CA,Spring ,6029,no
483,My name is J. M.  and my friend  s name is R.S.  and we were hiking about a mile above Sand Canyon  near Tehachapi  California  he lost his prescription sunglasses  and we split up to search for them. As I was hiking  I saw a very strange track. It looked human  but it was larger than any human foot print. Also  unless a human was walking a mile from the road barefoot through rough terrain  so it couldn  t have been human. I met up with R.S.  and on the way back I showed him the print. He is an Army veteran from Iraq and an avid hunter  and he was simply shocked by that footprint. He said to me   J. look  you can even see the toe prints! This creature has to be at least 7 feet tall!  We looked at each other. I asked him   How old do you think that print is?   He answered   It looks to be about 3 days old.  We both decided  after finding his sun glasses  we should head back to the car  while keeping a VERY sharp look out for anything strange. After we had reached home  it started to snow. We both realized it was very fortunate that we got to see that  because the snow would have wiped it out. ,You take 58 East from Tehachapi and exit on Sand Canyon Road. You go for about a mile up Sand Canyon Rd. and then turn left off of this road and onto this unmarked dirt road for about 1/10 of a mile  or until you get to the area where people bring stuff out to shoot for fun. We hiked north east from that area  into the hills. ,Kern,12,California ,CA,Winter ,6029,yes
484,I observed a  whatever you choose to call it  about one hundred yards away. It was a light to medium-brown color and I would guess it must have been about 8 feet tall. It was walking away from me at a fast pace and looking back at me over it  s left shoulder. It had long arms that were swinging more than the average man  s would. ,Near Susanville  Lasson Co.  Calif. Just off Highway 44 on Pittville Road about a mile from Bridge Creek. ,Lassen,4,California ,CA,Unknown ,6035,yes
485,I cannot say this is a Bigfoot event.  I did not SEE what was happening - I only HEARD it. I was outside early one morning in June  2005 - around 0600 - when I heard perhaps three dogs start to bark.  They were perhaps two or three blocks away (the forest is very near there) when they began. This went on for a couple of minutes until the dogs began to bark louder and more fiercely.  Then I heard a very loud howl  which certainly didn  t sound like any dog I  ve ever heard.  It reminded me of a Gibbon call in the zoo; more ape-like than dog. The dogs continued to bray  and the howler got louder and tended to drown them out. It did not sound like a fight but rather  a bunch of animals having a verbal argument over their respective territories. This went on for several minutes - perhaps 5 - until the animals grew tired of their noisy discourse.  It presently stopped. I did not see any of my neighbors out and about so am not sure who if anyone else heard this. I am not a believer in Bigfoot per se  but since being up here and that episode  I have to wonder. ,I live near Susanville California in a small community just off Eagle Lake Road (which branches off Highway 36 about four miles west of Susanville proper) surrounded by the Lassen National Forest.  It is a mountainous pine forest  above 5000 feet in the northern Sierras. My community is about a 2 - 3 mile drive through Lassen forest up Eagle Lake Road from Hwy 36. ,Lassen,4,California ,CA,Spring ,6035,no
486,My husband  our mastiff mix dog  and myself live in a small town called Susanville  California. It is located in Lassen County. We have lived in these parts for almost our whole lives  so we are quite familiar with our surroundings and  wildlife. This incident is fresh as itâ€™s been less than a week since it happened. We had decided to go camping at an campground I found by accident on Google maps. Just a run down one camp spot located about half mile off highway 36 in Lassen county. The camp area is called Old Ferdonyer Campsite. Has a small creek that runs along it. We normally camp at a location called Roxey Peacon Campground which is a mile or so before this campground ground off the same highway. We have been camping there for 10-15 years with no incidents or complications. My husband and I have lived in these parts for 30+ years and have felt more than comfortable going camping alone or with family  without a second thought. We had explored this new place we found a couple times during the day after finding it and then decided weâ€™d camp their one evening. We arrived at the sight between 6 15-6 30pm and set up camp. My husband started a small fire and began cooking steaks we brought with us. Our dog acted normally and was being lazy laying in the dirt. It was completely dark by the time we finished cooking. We kept the fire going just to keep small critters at bay. We could here them around us going to the creek and walking around. Our dog is pretty lazy and decided to get in the car to sleep. My husband was standing next to my chair finishing his food when I heard what sounded to me like a teenage boy hoots and hollers coming from below us like on the highway. My husband didnâ€™t hear it a first until I said something about it as it was still going. We listened in complete silence. My husband turned to me and said that wasnâ€™t human. Then the scariest growl  howl I donâ€™t even know how to explain went off about 100 yards from behind us. My husband almost dropped his plate. It lasted only 5-10 seconds before whatever was at the bottom of the hill answered. Behind my husband up another hill where power poles run   another faint howl/ scream went off. We were in shock and could only stare at each other until it went silent. We both knew that was nothing we had ever heard in these woods and it was time to go. Weâ€™ve heard coyotes  wolves  fox  bear. This terrifying sound was none of the above. It was communicating with more of them. Coyote will do roll call on then howl/yapping. This sounded nothing like that! My dog refused to get out of the car at this point. We rushed in the dark to pick up everything an soon was making our way down the mountain to get home. We havenâ€™t been back  and to be perfectly honest I havenâ€™t been out in the woods since. Something I loved to do in a daily basis with my doggie. Too afraid and the sounds of that night still haunt me. We were at the camp site for exactly 3hrs 47 mins. ,This is thick forest area  and is 12 miles from our home town. Campsite is not advertised off highway  we had never even known it was there. Before making your way up Fredonyer Pass there is a small turn out and at the moment has an orange  road work sign posted. Coming from Susanville the road is to your Right. Turns to dirt  immediately and forks  you stay to the left which goes up the hill parallel with the highway. The road isnâ€™t bad at all  very easy even for a small car to navigate. When you get to the top you will cross the creek and see on your left that you can take road that goes down to a campsite with one fire pit. It loops around and back up to the road you came in on  when you go to leave. [ The location is  Old Freydoner Campground . You can search for that on Google Maps  etc. Lcoation GPS coordinates 40.374106  -120.833565 ,Lassen,4,California ,CA,Summer ,6035,no
487,Dear Sirs  This early 1970s sighting was not of my own. I was a boy when my brother-inlaw of that day and one or two of his hunting friends had an excellant and fairly long term sighting  both via their eyes and through high powered rifle scopes. However I can relate some of this information to you and even put you in touch with two of the possible three people  can  t guarantee they will talk with you about the sighting  but one never knows. In fact I spoke with my ex-brother in-law about this earlier this evening because I happened upon your website and explored it.  What is very significant is that Sam and Don had every opportunity to shoot this animal and/or person and thought about it  but could not because it looked to human! Only THREE DAYS later Big Foot reports hit the news. My father and Sam AKA Sandy  in front of me took a forest map out and Sam became quiet as the new sightings were only 15 miles from his encounter  and in the direction the creature was traveling. The newer sightings as I recall put the creature near Pear Blossum  CA on the other side of the mountains. I remember a news report of 1000 people lined up across the desert looking for anything and they did find some hair on a barbwire fence. To this day I know of no one having reported this first encounter three days prior. Another significant item is that in those days bear season and deer season overlaped or was one in the same. At first they thought this might be a deforemed bear (they had bear tags) as they witnessed this being walking on two legs just like any human and appeared to be 7 to 8 feet tall. They were a few hundred yards away on the other side of the caynon  (don  t remember the name of the caynon) but their rifle scopes allowed them to see this clearly enough that viewing the face and shape they could not decide if this was an animal or a human. I remember Sandy/Sam saying it looked like a monkey man. The animal/person seemingly did not know they were there. They had bear tags and thought about shooting the creature but as I said could not make themselves do it. I recall Sam telling my father that it had to be a bear because it dropped to all fours when it climbed the steeper terrain. My father asked Sam  How did you guys climb it? The reply was the same as the deformed bear. About then my brother in-law was no longer jovial regarding the sighting and preffered not to discuss the incident. Until now I have more or less left the man alone about it. Today he is a Plant Manager for a large trailer company. Don still lives in Baldwin Park  CA but maybe moving to San Diego  CA. I seldom cross paths with Don nor have I never pursued the matter with him. If you folks are interested I can put you in touch with both of them but you may have to settle for what I have related. Without the permission of at lest one of the actual witnesses it might not be right to post this information. As for myself today I am 40 years old and drive for MTA and I am use to making out reports. I understand the need for accuracy without exaggeration. I hope this relayed information was not to long winded and useful. Tim P.  Tim P. only heard this story 2nd hand as a youth. ,Back in the Early 1970  s  you could go up Highway #39  and where it intersected with Highway #2.  You can then go west on highway #2  untill you get to Mt. Waterman.  The Caynon  s name is Cooper Caynon. ,Los Angeles,9,California ,CA,Fall ,6037,yes
488,This the first of three so-called sightings. Me and my fishin   buddy  Greg  were fishing the back side of Morris Dam  knockin   shi_ out of Smallmouth bass and an occasional huge trout or crappie. It  s not legal to trespass there  so we are very quiet and do not use lights. We are one with nature  so-to-speak. At around 3 30-4 00 a.m.  we started back to the car. A quarter mile walk through dense brush  across the river (up to waist deep). We used deer trails  like tunnels  to get through the thick brush. We grabbed our hefty stringer (no fish story) and headed into the bush  without really speaking. We knew the routine well. About 50 yards into the bush  Greg and I both noticed that someone (human) was walking in front of us  about 20 feet ahead. We both stopped. The footsteps took two steps more  then stopped. Greg and I looked at each other  surprised  and simultaneously  drew our Buck knives. We couldn  t see anything. We proceeded cautiously  our knives drawn. The footsteps continued in front of us. After about 30 feet  we came to the edge of a clearing and stopped. Two more steps and  it  stopped again. Only this time in the middle of the clearing. We looked at each other  looked back at  it   and  simultaneously  said  Who  s there?   It  turned 90 degrees up river and took off running through dense brush  in the black of night  like a halfback for the Rams  like no human can! , ,Los Angeles,9,California ,CA,Summer ,6037,no
489,In 1976 while night hunting for bobcats on the fringe of the San Gabriel Wilderness Area I called in BF while using a dying rabbit call. I heard it scream so loud that the hair on the back of my neck stood up and I got goose bumps all over my whole body. I have been hunting now for 34 years and besides hunting 8 of the 11 western states I  ve also hunted the deep interior of Mexico and I have never heard anything like that before! It was the only time I have truly been frightened! Even though I had a high powered rifle I knew by the shear volume of the Blood Curdeling Scream that what ever it was it was too big to kill with my .243 cal. It sounded like it was mad at me and kept moving to my right trying to get down wind of me. I figured that my very powerful Aircraft Landing Light that I was using to hunt with must have blinded him and hurt his eyes because as he was circling me trying to wind me he never looked my way thus allowing me to catch his glowing eyes. ,About 1/2 to 3/4 of a mile south of the West Fork River on a road that paralells the road that comes off of hwy 39 and goes back to Cogswell Resevour. The road comes off of hwy 39 also but goes westward and if I remember right it comes out in the Red Box or Rincon area The exact location of my occurance is  Lat=34.175N Long=117.800W ,Los Angeles,9,California ,CA,Fall ,6037,yes
490,I have to much information to list.  I have a video tape please  contact me. ,Quartz Hill California  House is located on L-10  between 45th and 47th Streets. ,Los Angeles,9,California ,CA,Fall ,6037,yes
491,This is what you might call a stretch  but here goes anyway  About 15 years ago  when I was 17-18  I went on a hike with a friend trying to reach Smith Mountain  on the edge of the San Gabriel Wilderness. We made it up to the saddle where the trail goes downhill into the wilderness  and where we were supposed to leave the trail and go south up the mountain  and decided we didn  t feel like going any further. I  m assuming we rested for awhile  and I remember just talking and hanging out. As we were getting up and ready to go  we heard a strange noise coming from the bushes nearby. We stopped talking and listened  and it was a very low sort of growl/snuffling sound. My first thought was that it was probably a bear  but that ultimately I had no idea what it was  and it sounded like it was growling at us. The bushes along the trail there were very high  such that we couldn  t see through them. It scared the hell out of us and so we quickly hoofed it back down the trail. I  m not sure if we ever spoke about it again  except to maybe say I wonder what it was  that was scary  etc. But afterwards I actually looked through field guides trying to figure out what was making the noise. I knew that bears  mountain lions & bobcats are relatively prevalent in that part of the San Gabriel Mountains  so assumed it was probably one of those. But  after browsing around your site  and seeing several sightings near the SG Wilderness listed  I  m beginning to wonder. In retrospect (although it could be my overactive imagination)  it sounded a bit apelike. VERY low-pitched  so that we almost couldn  t hear it at all  and had to ask each other   Do you hear that?  Take it as you must; I just think it  s interesting in the context of the other sightings in the area. I only wish I could remember any more details  and that we had had the cajones to hang around longer and check it out further. ,It was on the trail leading into the San Gabriel Wilderness from the east  at the saddle on the wilderness border. Smith Mountain is to the south of the saddle. ,Los Angeles,9,California ,CA,Fall ,6037,yes
492,Me and a friend at the time were hiking in the Angeles National forest. My friend was just out of boot camp USMC and we started hiking as often as time would allow. We were hiking down a small stream bed that went down hill. The stream was all dried up and it was mostly rock hopping until we got to the bottom of the hill  at one point there is a small section off to the side that is just dirt and makes for a much easier walk down to the bottom. When we got to the bottom we hiked a bit more but as the sun started to go down  we headed back up the same hill/creek bed. I followed my own boot tracks back up as I was tired of rock hopping  while going up  the smell in the air was horrible  like rotten eggs or portable toilet  I then noticed on one of my tracks laid a dead ground squirrel  right over my boot track. I pointed this out to my friend and as soon as I did this  a loud banging over a short hill side was heard  it was coming from about 35-50 yards away from us. It sounded as if it was a large log being hit against a tree. I looked at where the noise was coming from and noticed the tops of the trees were swaying back and forth; all this time of the swaying of the trees the pounding on them could be heard. Then the pounding stopped and a loud groan/scream was heard from the same area as the pounding of the trees. I have never heard anything like it. Iâ€™ve heard Mt Lion  Black bear  this was nothing like that  and was very-very loud  to the point is was damn scary. My friend asked if we should look over the small hillside to see what was making the noise. I said no way  and he agreed. When we started walking away the banging and screaming would stop  but as soon as we stopped it would proceed with the groan and screaming and the trees would start swaying. We finally got out of there and my friend did not want to talk about what had happened. ,It was up the Angeles Crest Hwy  Not sure on exact mileage  but I would say about 10-15 miles maybe a little bit further up Angeles Crest Hwy  this road can be reached off the 210 Freeway up foothill blvd. ,Los Angeles,9,California ,CA,Spring ,6037,no
493,First  as a matter of background  I want to tell a little about myself. It will help explain the delay in ever having reposted this incident. The sighting occurred about three months prior to my entering the United States Army. I served for three years as a Paratrooper with a Top Secret Clearance. After my time in the service  I became a Los Angeles Police officer. I did that for thirteen years and am now a Federal Agent  working for an O.I.G. out of Washington DC. With that background  you can probably understand my reluctance to discuss this sighting with too many people. It really boils down to a potential career killer. That being saidâ€¦ the incident DID occur and I remember it vividly. Many many years after the event  I reconnected with my friend (the witness) and asked him to tell ME the story as he recalled it. I wanted to check my memory and see if his matched mine. It didâ€¦. To a T! Only a few months ago  I spoke with my brother in law  a witness after the fact. I asked him if he remembered the eventâ€¦. He did. It should be known that he is not the kind of person that would  buy into  such a story  had he not been semi involved. Anyway  this is what happened  My friend Craig and I were both 17 years old and waiting to leave for Army Basic Training. He was due to leave in June and I would go in August of 1980. We were staying with my Sister and Brother in Law at the time. They lived in a cabin in Green Valley California. Craig and I enjoyed our last months as civilians in that area  and used it to train for the difficult training ahead of us. We ran every day along the mountain roads and hiked the hills  trying to get into prime shape. In May  we decided to test ourselves and camp out for a full seven days. We knew the perfect place for this would be what we called  The old campground  because of its isolated surroundings and terrain that would be perfect for climbing and hiking. So  we packed up a weeks worth of supplies and  though my sister Cindy and her husband Tom offered to drive us  we decided to act like soldiers and walk to the location. We did this with full packs. My sister and Tom advised us that they would check on us at least every other day and that they would bring us food and lemonade and such. Tom also  offered to provide us with two weapons to be used for protection against any strangers that may try to harm us. After allâ€¦ this was before cell phones and we would be on our own big-time. There was also a heavy rattlesnake threat in that area  so we happily took him up on the offer. Tom met us at an area near the mine shafts later that day and gave us an M-1 rifle and a 12 gauge shotgun  with ammo for both. The dirt trail that leads off of the main highway goes very far back into the mountains. In fact  were you to traverse it to its end  you would end up on top of what is known as Grass Mountain. Craig and I decided to get about three miles in and away from the highway  which was about a mile past what once was an old 1920s campground  and live deep in the bush like soldiers would. We found a great spot  next to a clear running creek and set up our tent in the clearing that was there. This clearing was completely surrounded by thick woods. Thenâ€¦â€¦ night fell. As we lay in our tent talking by the light of flashlights  we both heard the very loud snap of deadfall in the woods behind the tent. We sat up  frozen and listening. We heard what sounded like a very large and heavy person  slowly walking around our site  making no effort to conceal his presence  judging from the loud sound of breaking sticks and brush. We were both scared believing that someone was out there. We exited the tent  Craig with a shotgun and me with the M-1. I started yelling very loud.  Hey! We know you are there. We have guns and will shoot!  Again  we heard the sound of someone walking slowly but methodically around from our left to right. We shinned our lights in the direction but could not see anything but the trees and brush. We talked amongst ourselves  wondering if it could be a bear or something  but we decided that it was a person and not an animal. After much yelling and warning that we would shoot  I decided to fire a few rounds in the direction of the noise (how crazy that sounds now) and I did just that. I fired about three rounds into the trees and the sound was unbelievable. The weapon blasted and the sound echoed into the night  roaring into the canyons and fading off into the night air. We stood in silence. To our utter disbelief and eventual horror whatever it was  began to move again  still left to right  in a circle around us. What we both thought and discussed later  was that NO animal would have stuck around after the horrific noise of the M-1. Most normal people would not have stuck around either! Whoever or whatever was out there not only stuck around  but appeared  from the casual sound of the slow walking  to be less than concerned about our weapons. We made a decision to vacate the area post haste! Grabbing our coats  we climbed the embankment up to the dirt road  and carrying our weapons  we ran the entire way  about three miles more or less  back to the main highway  San Francisquito Canyon Rd. We spent a very long night  curled up in a concrete drainage ditch  waiting for the sun to rise. Every hour or so  a lone truck would come by and the sound of that brought us comfort. Again  it was a long night! The next day  we hiked back to the site  expecting to find our tent and all of our supplies missing. To our surprise  everything was as we had left it. Nothing was out of place. We gathered our things  and hiked back to the open area of the old campground. We decided not to sleep in the tent because it limited our vision  and instead  laid our sleeping bags out in an open area  above the creek. After a day of climbing cliffs and cooking and such  night fell again. That night  just as the sun set and darkness was beginning to fall  Craig and I were walking in the direction of the main road. We were looking for rattle snakes  because we had shot one earlier on the dirt road in the same area. As we walked side by side with me on the left  both holding weapons  we saw it. Standing just on the dirt road  facing us was a Bigfoot. There can be NO DOUBT at all about what it was. We could see it very clearly. He was about eight or nine feet tall and stood with his left shoulder even with the edge of the trail. He was covered with dark hair and had long arms. We did NOT smell anything unusual  as I have since read about other sightings. The strange thing about him was the absolute indifference in his expression. He did not look threatening. He did not look scared. He just stood there looking at usâ€¦.almost bored. I instinctively brought my right hand up against Craig  s chest and we both stopped dead in our tracks. We never took our eyes off of the Bigfoot as we spoke. I said   Do you see that? Are we seeing this?  Craig said  â€œWhat do we doâ€? â€œWhat should we do?  We both started to walk backwards as we spoke  very slowly and involuntarily. The Bigfoot just looked at us for a few moments. Then  and I will NEVER forget the detail of thisâ€¦â€¦ he just slowly and very casually turned to his left  and began to walk into the forest. When he did that  Craig and I stopped and started talking over each other.  Do we shoot it? Should we shoot it? What do we do? Do you want to follow it?  As we talked  we heard a sound that we both immediately recognized from the prior night  the sound of the Bigfoot slowly walking deeper into the woods  breaking deadfall  twigs and branches as he went. We never did fire a shot or follow him. We stayed up late and slept in shifts at the campground and did not hear from the Bigfoot again. The next day  Tom came up with food and supplies. We ran to him and told him the details of what had happened. It was very clear by his expression that he did not believe us. We took him to the exact spot where we saw the Bigfoot and we discovered a trail of giant footprints leading from the trail into the woods. Tom smiled and told us that we did a good job making them. We were so frustrated and begged Tom to follow the tracks with us. We all followed them and they went into and across the creek. On the other side  we found a large red ant hill with a footprint right on top of it. I asked Tom  how could we have done that? He just shook his head and smiled. We followed the tracks to a point where two large hills formed a valley that sloped upwards into the mountain area. The ground turned rocky and the prints stopped. That is what happened. I have lived with this memory for many years. I am now Forty Five years old and am less concerned about what people think of me in terms of this incident. It is a fact and because of it  I know for sure that Bigfoot lives or at least once lived in the area of Green Valley California. ,Going North from Santa Clarita  get onto the San Francisquito Canyon Rd. for approximately fifteen miles  then take the dirt road on the left which would be the South Portal Canyon Rd. which is just a couple miles before you get to the Green Valley turn off. Take the dirt road (itâ€™s a fire road that leads to Grass Mountain) for about 3/4 of a mile. You will pass an old church camp on the right...keep going. Start looking for two old mine shafts...one on the right and the other on the left. You are now in the right area. ,Los Angeles,9,California ,CA,Summer ,6037,no
494,I left my parents house on my way back to NAS Lemoore  Ca. As my buddy and I were heading towards Gorman on 138 (Lancaster Road)between 200th street west and 280th street west  we both saw something to our right running through the desert. It had to have been 7 plus feet tall  thin and long stringy hair hanging off its body. Arms seemed long with a long stride. I didn  t believe what I saw  about a minute later my buddy asked if I had seen something  I said yes. He then described exactly what I saw. It was dark and it really spooked us. We took off quick  to this day I know I saw something and it puts a chill down both our spines when we talk about it. Friends and family think I  m crazy  I know what I saw. Being much older now  I wish I would have gone back for proof  foot prints or something. ,Area located between Highway 14 and Highway 5 on Highway 138 at the northwest end of the Antelope Valley in Los Angeles  County. ,Los Angeles,9,California ,CA,Unknown ,6037,yes
495,On a day after the snow had fallen  we went hunting up in the Lake Hughes area in California. There were 4 of us hunting that day; my dad  and myself and 2 good buddies. Well  the deer hunting was not that good that day so one of my buddies said to us  my wife  s uncle is gone from his cabin and won  t be back any time soon  so why don  t we visit his land and all and just hang out and all and have some lunch. Well  he lives by Lake Hughes  s road and close to where we were. We went over there and unlocked the gate as he had a key. We went in there and we had brought some apples for our lunch and all. We seen he had hogs and started feeding them these apples. After about 1/2 hour of doing this  we heard the horses behind the house or cabin  running around and making all kinds of noise. We could not see what was going on as; the house was in the way. But  man were they going nuts!!!  So  we all said to each other  let  s get over there and see what  s up. We did and could not see anything but the horses still going nuts and running in circles. We then looked over this fence and threw a gate and seen these huge foot print  s and smelled something like a dog that  s been wet and rotten egg  s mixed. Well  the gate was locked and he went inside the cabin or house and got a key for the gate. We went over to the prints  and I  m 6-5 at that time  and weighed 275 lbs. I have a shoe size of 15 4-E. These tracks were much bigger than my shoe and they were made  with some of them in the snow.  I stepped next to them and could not press down and going that deep! I could go maybe 3/4 - 1 inch down. These prints were 4 inches deep!! They were also  2 to3 inches longer than my foot and much wider. Then I tried to step that far with my step  and no way could I. Then we followed the tracks until they came to this really steep hill. There this thing went up this hill on 2 legs and stepped high enough that  even my good buddy who was a body builder and in great shape  could not climb. I could not even lift my leg that far  and I was 16 years old and pretty limber. No man could lift there leg that high or step that far! No man!!!  Nowhere did we see bear tracks and even if we did  they don  t walk that far on 2 legs. Whatever this was  it walked along this fence and turned and went back into the woods  and then up this very steep hill. It must have looked at the horses and maybe seen us feeding the hogs. I never seen it  but we got scared and left that ranch. I have told this story to a few people  and they look at me like  it could be  but you can tell  they don  t think this is real.  But  when you see things like this  you just know something is out there. Nobody could change my mind on this one as  I know what I seen and it was not set up as  nobody knew we were going to his ranch  and the next ranch over  nobody was home there either. So  the only thing that could be is  this was real and not faked. Nowhere did we see any human foot prints by any of these tracks or up that steep hill. I know something is going on up there. N. F. ,I was with others and was driven to the cabin. I don  t know where it is really  but  I do know it was in the lake Hughes area and we turned off of Lake Hughes  s road to get to his house or ranch. My buddy was the post Master of Alturas  Ca  and has retired from there now. I have not spoken to him in a long while. We got lost from each other in life  s struggles. LOL. He would know of this place and all. My dad does not remember either. This was a long time ago  and I will never forget it.  Ever! ,Los Angeles,9,California ,CA,Winter ,6037,yes
496,I was a girl.  I think it was 1969-70 and I was 10-11 years old.  I was sick and sleeping on the couch in the living room.  I heard our dog whining. He never whined. No stranger let alone an animal could come close to our dog as he was an agressive watchdog. The whining is what woke me up.  I looked out the window from the couch and then looked again trying to focus. It was dark and everybody else was sleeping. I saw a dark outline of a creature looking into the front room.  I saw its silhouette against the night sky.  It had to have been taller than 6 foot  and the window  if I remember correctly  was off the ground 3? feet and the window itself was 4? feet tall.  The creature took up the width of the window and there probably was about 6-8 inches of moonlit sky showing above its head.  It made no sound.  It just stood there looking in.  I don  t remember anything else.  I probably thought I must be dreaming  but the impression of something watching me never left me and I never told anyone about it until I told a trusted friend about a year ago.  However  other members of my family  including myself at that period of time  heard sounds that summer--like a low  steady whistle  sounding almost like a wind blowing through a groove of some kind.  This happened more than once.  When one of my uncles investigated with a rifle one night while we were playing cards  he came back shaken and unable to explain why.  The night would be silent except for the whistle noise. Another time  I went exploring down the creek which ran out of a pond.  I got to the bottom of the ravine.  There was a smell  like sulphur  or something rotting  at a place where the water pooled.  It scared me and I ran back up the mountain.  I did not tell anyone because I was not suppose to go beyond the sight of the house. ,A 40 acre site with ranch style house  two ponds  located in a rural site  off approximately 1/2-1 mile off Highway 140 at Guadalupe Pass  keep to the left. ,Mariposa,3,California ,CA,Spring ,6043,yes
497,Not much  really  but around 1993 or so I lived  in Yosemite Nat  l Pk. for a few years.  While running accross a talus field in a remote area of the western Clark range  I came across pits in the talus where granite blocks had been lifted up and stacked in neat piles about 3 or 4 feet high.  The rocks were angular  about 2 to 3 feet long  and the biggest of them may have weighed a couple hundred pounds.  The resulting pits in the talus were maybe 5 feet deep.  There was one big pit of that size and 1 or 2 less distinct ones perhaps half as deep.  The area was at least a couple of miles from any trail  or any prominent location that anyone would go to  like a lake or a climbing area.  As I recall  I was basicly running in a straight line  more or less  from the Clark Range to the Mist Trail region. I read Bigfoot books as a kid  and immediately recognzed them as Sasquatch sign  but since I was in a hurry  and not too sure if I belived in him or not  I only spent a few minutes in examination. Bigfoot foraging for rodents?  Quien sabe?  This was definately not trail construction  as it was in a very obscure area without tourist acsess   but why waste time lifting boulders in the middle of nowhere? As far as my credibility goes   I grew up in an  outdoors family.   I lived in the park about 5 years and got around quite a bit.  I am literaly an expert climber and outdoorsman with over 30 years afield.  With only minimal bragging  I would put my tracking and mountaineering ability on par with anyones.  I know what I saw  just not what did it. ,It was a while ago  and I was running about 20 miles a day in the mountains  so  western Clark Range  is about as specific as I can be without a lot of conjecture. ,Mariposa,3,California ,CA,Summer ,6043,no
498,My encounter took place in Albion  Mendocino County Calif. in the summer of 1966 when I was 15 years old.  My father was a commercial fisherman  and had his boat docked up the Albion River about 250 or 300 yards at the boat docks.  We lived in Ukiah  and came over to see my Dad to bring supplies to him and visit at least twice a week. Soon after  we put a trailer on the flats near the boat dock  and moved to the coast permanently.  The encounter happened one evening just before dark  as the sun was just going down over the hill. My parents  younger sister  and younger brother were on the boat and getting ready for bed. It was before 8 p.m.  My older sister and myself had to sleep in the car as there wasn  t enough bunks on the boat for us to sleep. We had blankets and pillows on the seat to sleep on.  The car was a 1957 two-door Pontiac Chieftain. I had the back seat and she the front. I remember it being too early and light out to want to go to sleep. We sat there and talked as teenagers will do. Across the river was a steep rolling hillside that had sheep grazing on it that belonged to a man named Paul Anderson. We had the windows down as it was summer and very nice out. We were interrupted in our talking by the sounds of sheep crying out in unison and baaing in a way that didn  t sound normal for sheep. We both jumped up and looked out the right side windows trying to see what was after the sheep. We could see the sheep running frantically towards the west side of the hillside pasture.  The sheep were scattering in different directions  separating into smaller bunches. To the left  and upper part of the field  we both spotted two very large and hairy animals chasing the sheep.  We thought that they were bears running on their hind legs like trained animals would do. It was very alarming for us to watch as these bears were terrorizing these poor sheep. Our position from the attack was about 150 yards or more. We watched as these big animals chased the sheep for what seemed like hours.  In reality  the whole chase scene was about 20 or 30 minutes. As it got dark  we were sure that the bears would swim the river and come for us next. We locked the doors and hid under the blankets for the rest of night.  It seemed like an eternity til morning came and we could finally get out of the car and go to the boat to see our parents. We told them what had happened  and I know that they thought that we had stayed up all night dreaming up that story. That morning  we were up at the post office near where the attack had occurred  and people were talking about the sheep being killed by a wild pack of dogs that were roaming around. The Sheriff  Sam Costa said that it was unusual for dogs kill and eat only the belly and insides of the sheep. We heard about the wild dogs for years after that  every time livestock were killed and mutilated by a predator. I never forgot what I saw and heard that night  and now know that it wasn  t bears or wild dogs. ,On hillside above Albion Flats  on the south side of the Albion River.  Above the river boat dock. ,Mendocino,14,California ,CA,Summer ,6045,yes
